10,0.5,0.45,0.176,0.0885,0.45,0.71,0.173,2,0.27,1,-0.76,1.15,0.6,0.175673307,0,-0.33,0,0.3,15,0,0,0.35,0.76,0.1,0,0.66,3,0.02,0.2,0.1,1,1,0.031911138,0.85,0.17,-0.7,0.304829414,0.8,0.029,0.7,0.55,0.11,-0.5,0.110869206
10,0.483119803,0.492762327,0.13,0.0755,1,0.35,0.14,5,0.6,0.915948763,0.15,0.07,0.02,0.05,0,0,0,0.05,10,1,0,-0.1,0.5,0.001056733,0.602502681,1.367933986,1,0.133,0.002237636,0.392294256,1,0,0.01,0.05,0.05,0,0.165117496,0.259249779,0.057246099,0.293010468,0.982780849,0.994553891,-0.112662742,0.107613293
10,0.39966132,0.3,0.198785833,0.09,0.999797201,0.9999,0.187846445,15,0.01,0.2,0,-0.65,0.05,0.5,-1.654872911,1.184405989,0,0.2,0.000666911,1,1,-0.3,0.5,0,0,0,3.038673309,0.165182642,0.004419551,0.461337823,0,1,0.085728998,0.999671726,0.500572615,-0.999961075,0.154592198,0.867,0.001,0.38,0.5,0.01,0,0.304208533
10,0.506086688,0.448780741,0.286036898,0.133874386,0.925189359,0.05218121,0.281176518,23.97311736,0.009679029,0.006387579,0,-0.65,0.42,0.709281187,1.902797732,-2.198681367,0.401457755,0.090939737,19.87518984,1,1,-0.35,0.12,0,0,0,24,0.26,0,0.001,0,0,0.012426072,0.063377631,0.033359956,-0.600513709,0.158843056,0.255078991,0.062242127,0.399821162,0.21078097,0.430010943,0.160566039,0.196549374
10,0.586419966,0.4,0.135031115,0.07663603,0.999810586,0.20580107,0.117658103,0.508608374,0.492447476,0.322423635,0.26,-0.8,0.1,0.523887622,-2.837267205,1.921090782,0.285951283,0.08804821,7.546176487,0,1,0,0.26,0.1,0,0,6.67026212,0.12262681,0.397121624,0.478015223,0,0,0.043140284,0.997551418,0.007784437,-0.984684081,0.166829894,0.323335968,0.004969256,1,0.572664826,0.118062528,-0.314184302,0.067689113
10,0.587059958,0.409996119,0.122972918,0.085,0.71417088,0.211,0.120262544,10.70168725,0.264897988,0.961214759,-0.27,0.15,0.01,0.3,2.172250534,-2.220618947,0,0.1,0.05,0,0,0.104249968,0.37043854,0.006300723,-2.478684046,2.882864263,3.320624286,0.076330577,0.48538725,0.455186006,1,1,0.01,0.4,0.17155627,0.38035235,0.269331342,0.7,0.01,1,0.7,0.025,0.99,0.147764723
10,0.482025475,0.517904205,0.23,0.0875,0.6,0.143094616,0.25,14.96742956,0.820989382,0.999679306,0,-0.3,0.56,0.876074613,-0.249031677,0.396545089,0.670164991,-1.163326521,42.58958677,0,0,-2,0.54,0.087891788,-3.198214783,3.198164247,8.855507341,0.032265693,0.339748053,-0.010026592,0,0,0.104035853,0.782871714,0.708423072,-0.872764042,0.185810823,0.212827955,0.135124438,0.141027235,0.622638542,0.60898459,-0.694398675,0.202638478
10,0.27620347,0.701129511,0.364274502,0.152,0.855335067,0.362,0.321040683,30.77574306,0.528167801,0.4,0.42,-1.2,0.222,0.834972148,-0.396326238,0.67858213,2.762214927,-2.520589888,50.40960951,1,1,0.08,0.411,0.000239714,-1.179676139,1.898174667,10,0.24,0.03449072,0.487780882,0,1,0.004266539,0.873909598,0.494694688,0.120094735,0.279958845,0.6,0.003,0.999,0.992943884,0.1,0,0.293333382
10,0.4,0.215,0.097804747,0.0953,0.01,0.46,0.087570547,3.400194638,0.324552497,0.2,-0.4,0.3,0.19,0.3,0,0,0,0.01,20,0,0,0.02,0.625,0,0,0,0.01,0.0001,0.0001,0.0001,0,1,0.011012828,0.113719028,0.398928419,0.899277282,0.324884265,0.001,0.001,0.41,0.999,0.01,0.999,0
10,0.511428313,0.423783165,0.121604656,0.0828,0.565829246,0.21,0.118996865,5.353357694,0.621392206,0.958308122,0.4,-0.16,0.12,0.35,0.246231514,0.037824971,0.2,0.1,0,0,0,0,0.389,0.52,2.27103763,-1.643347517,32.28201212,0.064885391,0.492145036,0.3092086,0,0,0.183934536,0.995361709,0.331377241,-0.074901877,0.16754176,0.53,0.12,0.999,0.999,0.01,0.999,0.057567257
10,0.5,0.5,0.1,0.0625,0.00001,0.000001,0.09,35,1.1,0.00001,0,0,0.00001,0.00001,0,0,0,0.19,0,0,0,0,0.0000001,0.9999999,0,0,0.0001,0.00000001,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.4,0.4,0.139,0.0698,0.65,0.21,0.115,8,0.770089069,0.998587492,-0.175,0.07,0.001,0.2,0,-0.1,0,0.2,5,0,0,0.25,0.55,0.01,0,0.1,3,0.078,0.3,0.1,0,0,0.00001,0.001,16,-0.75,0.9,0.5,0.01,1,0.5,0.01,0.999,0.00000001
